tourney_id,tourney_name,surface,tourney_level,tourney_date,match_num,winner_id,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,data_year,tourney_year,tourney_month,rank_diff,is_upset,w_1st_pct,l_1st_pct,w_bp_conv,w_bp_save
2019-560,US Open,Hard,G,2019-08-26,178,200282,Alex De Minaur,R,183.0,AUS,20.5,38.0,1270.0,106426,Cristian Garin,R,185.0,CHI,23.2,32.0,1321.0,6-3 7-5 6-3,5,R64,141.0,6.0,3.0,99.0,58.0,46.0,23.0,15.0,5.0,6.0,5.0,8.0,107.0,56.0,36.0,24.0,15.0,9.0,14.0,2019,2019,8,-6.0,1,0.5858585858585859,0.5233644859813084,0.35714285714285715,0.8333333333333334
2019-560,US Open,Hard,G,2019-08-26,179,105453,Kei Nishikori,R,178.0,JPN,29.6,7.0,4005.0,105614,Bradley Klahn,L,183.0,USA,29.0,108.0,503.0,6-2 4-6 6-3 7-5,5,R64,164.0,2.0,5.0,106.0,53.0,38.0,32.0,19.0,5.0,9.0,18.0,8.0,126.0,64.0,49.0,23.0,20.0,12.0,20.0,2019,2019,8,101.0,0,0.5,0.5079365079365079,0.4,0.5555555555555556
2019-560,US Open,Hard,G,2019-08-26,180,126094,Andrey Rublev,R,188.0,RUS,21.8,43.0,1066.0,104468,Gilles Simon,R,183.0,FRA,34.6,40.0,1240.0,6-2 RET,5,R64,41.0,2.0,2.0,26.0,10.0,8.0,11.0,4.0,4.0,4.0,0.0,0.0,26.0,22.0,13.0,0.0,4.0,3.0,5.0,2019,2019,8,-3.0,1,0.38461538461538464,0.8461538461538461,0.4,1.0
2019-560,US Open,Hard,G,2019-08-26,181,106401,Nick Kyrgios,R,193.0,AUS,24.3,30.0,1430.0,126156,Antoine Hoang,R,183.0,FRA,23.8,104.0,524.0,6-4 6-2 6-4,5,R64,118.0,24.0,1.0,80.0,56.0,39.0,18.0,14.0,3.0,5.0,3.0,9.0,97.0,56.0,35.0,19.0,14.0,7.0,13.0,2019,2019,8,74.0,0,0.7,0.5773195876288659,0.46153846153846156,0.6
2019-560,US Open,Hard,G,2019-08-26,182,126610,Matteo Berrettini,R,196.0,ITA,23.3,25.0,1535.0,111442,Jordan Thompson,R,183.0,AUS,25.3,55.0,976.0,7-5 7-6(5) 4-6 6-1,5,R64,177.0,13.0,5.0,117.0,66.0,57.0,29.0,21.0,2.0,5.0,4.0,2.0,131.0,84.0,61.0,21.0,21.0,5.0,10.0,2019,2019,8,30.0,0,0.5641025641025641,0.6412213740458015,0.5,0.4
2019-560,US Open,Hard,G,2019-08-26,183,200615,Alexei Popyrin,R,196.0,AUS,20.0,105.0,521.0,105062,Mikhail Kukushkin,R,183.0,KAZ,31.6,47.0,1041.0,2-6 7-5 6-3 6-2,5,R64,155.0,15.0,6.0,127.0,71.0,48.0,29.0,19.0,11.0,16.0,3.0,2.0,103.0,65.0,36.0,21.0,18.0,3.0,10.0,2019,2019,8,-58.0,1,0.5590551181102362,0.6310679611650486,0.7,0.6875
2019-560,US Open,Hard,G,2019-08-26,184,104792,Gael Monfils,R,193.0,FRA,32.9,13.0,2140.0,105657,Marius Copil,R,191.0,ROU,28.8,93.0,562.0,6-3 6-2 6-2,5,R64,83.0,5.0,6.0,74.0,47.0,40.0,14.0,13.0,5.0,6.0,4.0,5.0,67.0,34.0,24.0,11.0,12.0,3.0,9.0,2019,2019,8,80.0,0,0.6351351351351351,0.5074626865671642,0.6666666666666666,0.8333333333333334
2019-560,US Open,Hard,G,2019-08-26,185,133430,Denis Shapovalov,L,185.0,CAN,20.3,33.0,1310.0,105967,Henri Laaksonen,R,185.0,SUI,27.4,119.0,462.0,6-4 7-6(2) 6-2,5,R64,111.0,14.0,6.0,86.0,45.0,38.0,28.0,16.0,0.0,0.0,1.0,11.0,100.0,57.0,40.0,22.0,15.0,6.0,9.0,2019,2019,8,86.0,0,0.5232558139534884,0.57,0.3333333333333333,
2019-560,US Open,Hard,G,2019-08-26,186,104665,Pablo Andujar,R,180.0,ESP,33.5,70.0,850.0,132283,Lorenzo Sonego,R,191.0,ITA,24.2,49.0,1029.0,6-2 6-4 6-2,5,R64,115.0,1.0,3.0,69.0,41.0,31.0,22.0,13.0,1.0,1.0,8.0,5.0,81.0,54.0,34.0,8.0,13.0,4.0,9.0,2019,2019,8,-21.0,1,0.5942028985507246,0.6666666666666666,0.5555555555555556,1.0
2019-560,US Open,Hard,G,2019-08-26,187,122330,Alexander Bublik,R,196.0,KAZ,22.1,75.0,808.0,105341,Thomas Fabbiano,R,173.0,ITA,30.2,87.0,610.0,6-7(3) 5-7 6-4 6-3 6-3,5,R64,220.0,48.0,26.0,196.0,95.0,78.0,44.0,27.0,10.0,12.0,3.0,8.0,161.0,105.0,70.0,35.0,26.0,8.0,13.0,2019,2019,8,12.0,0,0.4846938775510204,0.6521739130434783,0.38461538461538464,0.8333333333333334
2019-560,US Open,Hard,G,2019-08-26,188,100644,Alexander Zverev,R,198.0,GER,22.3,6.0,4005.0,126207,Frances Tiafoe,R,188.0,USA,21.5,45.0,1060.0,6-3 3-6 6-2 2-6 6-3,5,R64,189.0,22.0,11.0,153.0,96.0,72.0,26.0,22.0,8.0,11.0,6.0,2.0,127.0,89.0,63.0,20.0,21.0,8.0,12.0,2019,2019,8,39.0,0,0.6274509803921569,0.7007874015748031,0.3333333333333333,0.7272727272727273
2019-560,US Open,Hard,G,2019-08-26,189,105379,Aljaz Bedene,R,181.0,SLO,30.1,80.0,685.0,105332,Benoit Paire,R,196.0,FRA,30.2,26.0,1508.0,4-6 6-7(3) 6-2 7-5 7-6(4),5,R64,243.0,15.0,13.0,202.0,119.0,84.0,44.0,28.0,12.0,16.0,16.0,21.0,183.0,101.0,78.0,34.0,28.0,8.0,14.0,2019,2019,8,-54.0,1,0.5891089108910891,0.5519125683060109,0.42857142857142855,0.75
2019-560,US Open,Hard,G,2019-08-26,190,106043,Diego Schwartzman,R,170.0,ARG,27.0,21.0,1725.0,106078,Egor Gerasimov,R,196.0,BLR,26.7,129.0,406.0,6-4 6-2 6-0,5,R64,98.0,1.0,4.0,69.0,41.0,33.0,12.0,12.0,2.0,4.0,5.0,7.0,86.0,55.0,31.0,8.0,12.0,9.0,17.0,2019,2019,8,108.0,0,0.5942028985507246,0.6395348837209303,0.47058823529411764,0.5
2019-560,US Open,Hard,G,2019-08-26,191,105815,Tennys Sandgren,R,188.0,USA,28.0,72.0,826.0,105577,Vasek Pospisil,R,193.0,CAN,29.1,216.0,214.0,6-3 6-7(4) 6-3 6-4,5,R64,169.0,6.0,5.0,129.0,69.0,54.0,36.0,22.0,3.0,4.0,9.0,2.0,109.0,60.0,49.0,26.0,19.0,0.0,4.0,2019,2019,8,144.0,0,0.5348837209302325,0.5504587155963303,1.0,0.75
2019-560,US Open,Hard,G,2019-08-26,192,104545,John Isner,R,208.0,USA,34.3,14.0,2075.0,105526,Jan Lennard Struff,R,193.0,GER,29.3,37.0,1280.0,6-3 7-6(4) 7-6(5),5,R64,135.0,22.0,1.0,102.0,72.0,60.0,15.0,19.0,2.0,3.0,18.0,6.0,102.0,46.0,36.0,32.0,16.0,4.0,6.0,2019,2019,8,23.0,0,0.7058823529411765,0.45098039215686275,0.3333333333333333,0.6666666666666666
2019-560,US Open,Hard,G,2019-08-26,193,105227,Marin Cilic,R,198.0,CRO,30.9,23.0,1590.0,105649,Cedrik Marcel Stebe,L,183.0,GER,28.8,256.0,172.0,4-6 6-3 7-5 6-3,5,R64,178.0,13.0,11.0,132.0,72.0,59.0,27.0,20.0,5.0,8.0,11.0,3.0,113.0,67.0,45.0,25.0,20.0,6.0,12.0,2019,2019,8,233.0,0,0.5454545454545454,0.5929203539823009,0.5,0.625
2019-560,US Open,Hard,G,2019-08-26,194,111202,Hyeon Chung,R,188.0,KOR,23.2,170.0,313.0,104269,Fernando Verdasco,L,188.0,ESP,35.7,34.0,1310.0,1-6 2-6 7-5 6-3 7-6(3),5,R64,202.0,8.0,9.0,141.0,90.0,66.0,22.0,25.0,6.0,12.0,10.0,6.0,151.0,99.0,68.0,30.0,24.0,8.0,12.0,2019,2019,8,-136.0,1,0.6382978723404256,0.6556291390728477,0.3333333333333333,0.5
2019-560,US Open,Hard,G,2019-08-26,195,104745,Rafael Nadal,L,185.0,ESP,33.2,2.0,7945.0,106423,Thanasi Kokkinakis,R,193.0,AUS,23.3,203.0,239.0,W/O,5,R64,156.0,10.0,4.0,107.0,64.0,49.0,23.0,17.0,4.0,7.0,6.0,5.0,110.0,65.0,44.0,21.0,17.0,6.0,12.0,2019,2019,8,201.0,0,0.5981308411214953,0.5909090909090909,0.5,0.5714285714285714
2019-560,US Open,Hard,G,2019-08-26,196,104925,Novak Djokovic,R,188.0,SRB,32.2,1.0,11685.0,106045,Denis Kudla,R,180.0,USA,27.0,111.0,491.0,6-3 6-4 6-2,5,R32,123.0,6.0,8.0,93.0,58.0,47.0,21.0,14.0,7.0,7.0,6.0,3.0,90.0,47.0,33.0,20.0,13.0,5.0,9.0,2019,2019,8,110.0,0,0.6236559139784946,0.5222222222222223,0.4444444444444444,1.0
2019-560,US Open,Hard,G,2019-08-26,197,104527,Stan Wawrinka,R,183.0,SUI,34.4,24.0,1535.0,103893,Paolo Lorenzi,R,183.0,ITA,37.6,135.0,396.0,6-4 7-6(9) 7-6(4),5,R32,178.0,24.0,3.0,126.0,67.0,54.0,32.0,19.0,11.0,13.0,5.0,3.0,121.0,75.0,56.0,20.0,17.0,6.0,9.0,2019,2019,8,111.0,0,0.5317460317460317,0.6198347107438017,0.3333333333333333,0.8461538461538461
2019-560,US Open,Hard,G,2019-08-26,198,136440,Dominik Koepfer,L,180.0,GER,25.3,118.0,474.0,105932,Nikoloz Basilashvili,R,185.0,GEO,27.5,18.0,1985.0,6-3 7-6(5) 4-6 6-1,5,R32,160.0,13.0,1.0,125.0,82.0,56.0,21.0,20.0,3.0,7.0,6.0,14.0,121.0,61.0,40.0,29.0,19.0,8.0,14.0,2019,2019,8,-100.0,1,0.656,0.5041322314049587,0.42857142857142855,0.42857142857142855
2019-560,US Open,Hard,G,2019-08-26,199,106421,Daniil Medvedev,R,198.0,RUS,23.5,5.0,4125.0,103852,Feliciano Lopez,L,188.0,ESP,37.9,61.0,923.0,7-6(1) 4-6 7-6(7) 6-4,5,R32,199.0,27.0,8.0,129.0,80.0,67.0,31.0,23.0,3.0,5.0,14.0,7.0,165.0,85.0,64.0,40.0,23.0,5.0,7.0,2019,2019,8,56.0,0,0.6201550387596899,0.5151515151515151,0.2857142857142857,0.6
2019-560,US Open,Hard,G,2019-08-26,200,103819,Roger Federer,R,185.0,SUI,38.0,3.0,6950.0,105554,Daniel Evans,R,175.0,GBR,29.2,58.0,955.0,6-2 6-2 6-1,5,R32,80.0,10.0,1.0,61.0,40.0,32.0,15.0,12.0,1.0,2.0,0.0,4.0,67.0,34.0,14.0,13.0,11.0,7.0,14.0,2019,2019,8,55.0,0,0.6557377049180327,0.5074626865671642,0.5,0.5
2019-560,US Open,Hard,G,2019-08-26,201,105676,David Goffin,R,180.0,BEL,28.7,15.0,2055.0,105807,Pablo Carreno Busta,R,188.0,ESP,28.1,69.0,852.0,7-6(5) 7-6(9) 7-5,5,R32,193.0,17.0,2.0,130.0,75.0,58.0,34.0,19.0,8.0,9.0,9.0,3.0,131.0,84.0,64.0,23.0,19.0,8.0,10.0,2019,2019,8,54.0,0,0.5769230769230769,0.6412213740458015,0.2,0.8888888888888888
2019-560,US Open,Hard,G,2019-08-26,202,105777,Grigor Dimitrov,R,191.0,BUL,28.2,78.0,722.0,111794,Kamil Majchrzak,R,180.0,POL,23.6,94.0,557.0,7-5 7-6(8) 6-2,5,R32,137.0,8.0,4.0,99.0,58.0,47.0,26.0,16.0,6.0,7.0,9.0,5.0,107.0,64.0,48.0,19.0,17.0,4.0,8.0,2019,2019,8,16.0,0,0.5858585858585859,0.5981308411214953,0.5,0.8571428571428571
2019-560,US Open,Hard,G,2019-08-26,203,200282,Alex De Minaur,R,183.0,AUS,20.5,38.0,1270.0,105453,Kei Nishikori,R,178.0,JPN,29.6,7.0,4005.0,6-2 6-4 2-6 6-3,5,R32,170.0,5.0,7.0,107.0,59.0,42.0,22.0,17.0,4.0,9.0,3.0,7.0,127.0,71.0,38.0,28.0,18.0,8.0,16.0,2019,2019,8,-31.0,1,0.5514018691588785,0.5590551181102362,0.5,0.4444444444444444
2019-560,US Open,Hard,G,2019-08-26,204,126094,Andrey Rublev,R,188.0,RUS,21.8,43.0,1066.0,106401,Nick Kyrgios,R,193.0,AUS,24.3,30.0,1430.0,7-6(5) 7-6(5) 6-3,5,R32,111.0,12.0,1.0,99.0,56.0,47.0,32.0,18.0,2.0,2.0,30.0,4.0,105.0,68.0,59.0,15.0,17.0,3.0,4.0,2019,2019,8,-13.0,1,0.5656565656565656,0.6476190476190476,0.25,1.0
2019-560,US Open,Hard,G,2019-08-26,205,126610,Matteo Berrettini,R,196.0,ITA,23.3,25.0,1535.0,200615,Alexei Popyrin,R,196.0,AUS,20.0,105.0,521.0,6-4 6-4 6-7(3) 7-6(2),5,R32,215.0,13.0,4.0,151.0,81.0,64.0,40.0,24.0,9.0,10.0,2.0,8.0,170.0,105.0,74.0,32.0,22.0,12.0,15.0,2019,2019,8,80.0,0,0.5364238410596026,0.6176470588235294,0.2,0.9
2019-560,US Open,Hard,G,2019-08-26,206,104792,Gael Monfils,R,193.0,FRA,32.9,13.0,2140.0,133430,Denis Shapovalov,L,185.0,CAN,20.3,33.0,1310.0,6-7(5) 7-6(4) 6-4 6-7(6) 6-3,5,R32,214.0,12.0,5.0,177.0,124.0,92.0,26.0,29.0,6.0,11.0,6.0,11.0,180.0,114.0,80.0,33.0,29.0,14.0,21.0,2019,2019,8,20.0,0,0.7005649717514124,0.6333333333333333,0.3333333333333333,0.5454545454545454
2019-560,US Open,Hard,G,2019-08-26,207,104665,Pablo Andujar,R,180.0,ESP,33.5,70.0,850.0,122330,Alexander Bublik,R,196.0,KAZ,22.1,75.0,808.0,6-4 6-3 6-2,5,R32,119.0,3.0,3.0,90.0,57.0,42.0,18.0,14.0,1.0,2.0,7.0,6.0,93.0,47.0,31.0,18.0,13.0,5.0,10.0,2019,2019,8,5.0,0,0.6333333333333333,0.5053763440860215,0.5,0.5
2019-560,US Open,Hard,G,2019-08-26,208,100644,Alexander Zverev,R,198.0,GER,22.3,6.0,4005.0,105379,Aljaz Bedene,R,181.0,SLO,30.1,80.0,685.0,6-7(4) 7-6(4) 6-3 7-6(3),5,R32,216.0,25.0,7.0,147.0,105.0,84.0,21.0,25.0,4.0,6.0,16.0,3.0,156.0,92.0,65.0,34.0,23.0,5.0,8.0,2019,2019,8,74.0,0,0.7142857142857143,0.5897435897435898,0.375,0.6666666666666666
2019-560,US Open,Hard,G,2019-08-26,209,106043,Diego Schwartzman,R,170.0,ARG,27.0,21.0,1725.0,105815,Tennys Sandgren,R,188.0,USA,28.0,72.0,826.0,6-4 6-1 6-3,5,R32,115.0,2.0,3.0,80.0,51.0,39.0,17.0,13.0,4.0,4.0,8.0,2.0,88.0,55.0,38.0,9.0,13.0,5.0,10.0,2019,2019,8,51.0,0,0.6375,0.625,0.5,1.0
2019-560,US Open,Hard,G,2019-08-26,210,105227,Marin Cilic,R,198.0,CRO,30.9,23.0,1590.0,104545,John Isner,R,208.0,USA,34.3,14.0,2075.0,7-5 3-6 7-6(6) 6-4,5,R32,199.0,21.0,17.0,156.0,81.0,65.0,39.0,21.0,13.0,14.0,40.0,4.0,133.0,95.0,74.0,20.0,23.0,2.0,4.0,2019,2019,8,-9.0,1,0.5192307692307693,0.7142857142857143,0.5,0.9285714285714286
2019-560,US Open,Hard,G,2019-08-26,211,104745,Rafael Nadal,L,185.0,ESP,33.2,2.0,7945.0,111202,Hyeon Chung,R,188.0,KOR,23.2,170.0,313.0,6-3 6-4 6-2,5,R32,119.0,4.0,1.0,71.0,36.0,32.0,24.0,14.0,0.0,0.0,5.0,2.0,80.0,54.0,31.0,17.0,13.0,4.0,8.0,2019,2019,8,168.0,0,0.5070422535211268,0.675,0.5,
2019-560,US Open,Hard,G,2019-08-26,212,104527,Stan Wawrinka,R,183.0,SUI,34.4,24.0,1535.0,104925,Novak Djokovic,R,188.0,SRB,32.2,1.0,11685.0,6-4 7-5 2-1 RET,5,R16,106.0,9.0,3.0,70.0,38.0,32.0,18.0,12.0,4.0,5.0,2.0,5.0,73.0,44.0,31.0,12.0,13.0,3.0,7.0,2019,2019,8,-23.0,1,0.5428571428571428,0.6027397260273972,0.5714285714285714,0.8
2019-560,US Open,Hard,G,2019-08-26,213,106421,Daniil Medvedev,R,198.0,RUS,23.5,5.0,4125.0,136440,Dominik Koepfer,L,180.0,GER,25.3,118.0,474.0,3-6 6-3 6-2 7-6(2),5,R16,152.0,15.0,5.0,117.0,65.0,49.0,29.0,19.0,10.0,14.0,2.0,5.0,116.0,68.0,45.0,24.0,20.0,4.0,10.0,2019,2019,8,113.0,0,0.5555555555555556,0.5862068965517241,0.6,0.7142857142857143
2019-560,US Open,Hard,G,2019-08-26,214,103819,Roger Federer,R,185.0,SUI,38.0,3.0,6950.0,105676,David Goffin,R,180.0,BEL,28.7,15.0,2055.0,6-2 6-2 6-0,5,R16,79.0,10.0,3.0,62.0,42.0,35.0,8.0,11.0,5.0,7.0,0.0,4.0,60.0,30.0,12.0,8.0,11.0,1.0,10.0,2019,2019,8,12.0,0,0.6774193548387096,0.5,0.9,0.7142857142857143
2019-560,US Open,Hard,G,2019-08-26,215,105777,Grigor Dimitrov,R,191.0,BUL,28.2,78.0,722.0,200282,Alex De Minaur,R,183.0,AUS,20.5,38.0,1270.0,7-5 6-3 6-4,5,R16,125.0,5.0,4.0,96.0,57.0,45.0,23.0,16.0,1.0,1.0,3.0,4.0,95.0,60.0,41.0,20.0,15.0,3.0,6.0,2019,2019,8,-40.0,1,0.59375,0.631578947368421,0.5,1.0
2019-560,US Open,Hard,G,2019-08-26,216,126610,Matteo Berrettini,R,196.0,ITA,23.3,25.0,1535.0,126094,Andrey Rublev,R,188.0,RUS,21.8,43.0,1066.0,6-1 6-4 7-6(6),5,R16,131.0,7.0,1.0,93.0,58.0,49.0,17.0,16.0,2.0,3.0,8.0,2.0,104.0,58.0,39.0,21.0,14.0,6.0,10.0,2019,2019,8,18.0,0,0.6236559139784946,0.5576923076923077,0.4,0.6666666666666666
2019-560,US Open,Hard,G,2019-08-26,217,104792,Gael Monfils,R,193.0,FRA,32.9,13.0,2140.0,104665,Pablo Andujar,R,180.0,ESP,33.5,70.0,850.0,6-1 6-2 6-2,5,R16,86.0,8.0,0.0,65.0,49.0,36.0,13.0,12.0,0.0,0.0,1.0,3.0,65.0,43.0,22.0,9.0,11.0,4.0,10.0,2019,2019,8,57.0,0,0.7538461538461538,0.6615384615384615,0.6,
2019-560,US Open,Hard,G,2019-08-26,218,106043,Diego Schwartzman,R,170.0,ARG,27.0,21.0,1725.0,100644,Alexander Zverev,R,198.0,GER,22.3,6.0,4005.0,3-6 6-2 6-4 6-3,5,R16,188.0,0.0,1.0,129.0,79.0,51.0,26.0,18.0,11.0,16.0,11.0,17.0,128.0,81.0,50.0,15.0,18.0,10.0,18.0,2019,2019,8,-15.0,1,0.6124031007751938,0.6328125,0.4444444444444444,0.6875
2019-560,US Open,Hard,G,2019-08-26,219,104745,Rafael Nadal,L,185.0,ESP,33.2,2.0,7945.0,105227,Marin Cilic,R,198.0,CRO,30.9,23.0,1590.0,6-3 3-6 6-1 6-2,5,R16,169.0,11.0,6.0,93.0,53.0,44.0,19.0,17.0,1.0,3.0,10.0,5.0,103.0,68.0,40.0,16.0,16.0,5.0,11.0,2019,2019,8,21.0,0,0.5698924731182796,0.6601941747572816,0.5454545454545454,0.3333333333333333
2019-560,US Open,Hard,G,2019-08-26,220,106421,Daniil Medvedev,R,198.0,RUS,23.5,5.0,4125.0,104527,Stan Wawrinka,R,183.0,SUI,34.4,24.0,1535.0,7-6(6) 6-3 3-6 6-1,5,QF,154.0,11.0,12.0,129.0,77.0,56.0,30.0,20.0,6.0,8.0,10.0,4.0,111.0,72.0,56.0,15.0,18.0,4.0,8.0,2019,2019,8,19.0,0,0.5968992248062015,0.6486486486486487,0.5,0.75
2019-560,US Open,Hard,G,2019-08-26,221,105777,Grigor Dimitrov,R,191.0,BUL,28.2,78.0,722.0,103819,Roger Federer,R,185.0,SUI,38.0,3.0,6950.0,3-6 6-4 3-6 6-4 6-2,5,QF,192.0,6.0,7.0,131.0,91.0,68.0,21.0,23.0,10.0,14.0,6.0,1.0,144.0,88.0,65.0,28.0,23.0,10.0,15.0,2019,2019,8,-75.0,1,0.6946564885496184,0.6111111111111112,0.3333333333333333,0.7142857142857143
2019-560,US Open,Hard,G,2019-08-26,222,126610,Matteo Berrettini,R,196.0,ITA,23.3,25.0,1535.0,104792,Gael Monfils,R,193.0,FRA,32.9,13.0,2140.0,3-6 6-3 6-2 3-6 7-6(5),5,QF,237.0,15.0,6.0,162.0,88.0,61.0,41.0,24.0,10.0,15.0,10.0,17.0,162.0,98.0,70.0,29.0,24.0,11.0,17.0,2019,2019,8,-12.0,1,0.5432098765432098,0.6049382716049383,0.35294117647058826,0.6666666666666666
2019-560,US Open,Hard,G,2019-08-26,223,104745,Rafael Nadal,L,185.0,ESP,33.2,2.0,7945.0,106043,Diego Schwartzman,R,170.0,ARG,27.0,21.0,1725.0,6-4 7-5 6-2,5,QF,167.0,5.0,1.0,91.0,57.0,40.0,17.0,15.0,6.0,10.0,4.0,3.0,93.0,56.0,32.0,17.0,15.0,6.0,14.0,2019,2019,8,19.0,0,0.6263736263736264,0.6021505376344086,0.5714285714285714,0.6
2019-560,US Open,Hard,G,2019-08-26,224,106421,Daniil Medvedev,R,198.0,RUS,23.5,5.0,4125.0,105777,Grigor Dimitrov,R,191.0,BUL,28.2,78.0,722.0,7-6(5) 6-4 6-3,5,SF,158.0,10.0,8.0,117.0,55.0,41.0,30.0,16.0,6.0,9.0,2.0,2.0,97.0,59.0,37.0,18.0,16.0,4.0,9.0,2019,2019,8,73.0,0,0.4700854700854701,0.6082474226804123,0.5555555555555556,0.6666666666666666
2019-560,US Open,Hard,G,2019-08-26,225,104745,Rafael Nadal,L,185.0,ESP,33.2,2.0,7945.0,126610,Matteo Berrettini,R,196.0,ITA,23.3,25.0,1535.0,7-6(6) 6-4 6-1,5,SF,155.0,4.0,4.0,75.0,41.0,37.0,25.0,14.0,0.0,0.0,9.0,2.0,118.0,79.0,52.0,17.0,16.0,12.0,16.0,2019,2019,8,23.0,0,0.5466666666666666,0.6694915254237288,0.25,
2019-560,US Open,Hard,G,2019-08-26,226,104745,Rafael Nadal,L,185.0,ESP,33.2,2.0,7945.0,106421,Daniil Medvedev,R,198.0,RUS,23.5,5.0,4125.0,7-5 6-3 5-7 4-6 6-4,5,F,290.0,5.0,5.0,159.0,93.0,72.0,34.0,27.0,10.0,15.0,14.0,4.0,182.0,117.0,76.0,35.0,26.0,15.0,21.0,2019,2019,8,3.0,0,0.5849056603773585,0.6428571428571429,0.2857142857142857,0.6666666666666666
2020-560,Us Open,Hard,G,2020-08-31,100,104925,Novak Djokovic,R,188.0,SRB,33.2,1.0,10860.0,106000,Damir Dzumhur,R,175.0,BIH,28.2,109.0,524.0,6-1 6-4 6-1,5,R128,118.0,5.0,5.0,82.0,49.0,36.0,18.0,12.0,6.0,7.0,2.0,8.0,95.0,53.0,29.0,15.0,12.0,12.0,19.0,2020,2020,8,108.0,0,0.5975609756097561,0.5578947368421052,0.3684210526315789,0.8571428571428571
2020-560,Us Open,Hard,G,2020-08-31,101,106378,Kyle Edmund,R,188.0,GBR,25.6,44.0,1050.0,122330,Alexander Bublik,R,196.0,KAZ,23.2,54.0,965.0,2-6 7-5 7-5 6-0,5,R128,167.0,2.0,4.0,109.0,70.0,53.0,22.0,19.0,4.0,7.0,18.0,10.0,124.0,72.0,56.0,18.0,19.0,10.0,16.0,2020,2020,8,10.0,0,0.6422018348623854,0.5806451612903226,0.375,0.5714285714285714
2020-560,Us Open,Hard,G,2020-08-31,102,111581,Michael Mmoh,R,188.0,USA,22.6,186.0,281.0,105311,Joao Sousa,R,185.0,POR,31.4,68.0,776.0,6-2 7-5 2-6 6-1,5,R128,154.0,8.0,4.0,116.0,79.0,58.0,19.0,18.0,7.0,10.0,7.0,2.0,94.0,56.0,32.0,25.0,17.0,4.0,10.0,2020,2020,8,-118.0,1,0.6810344827586207,0.5957446808510638,0.6,0.7
2020-560,Us Open,Hard,G,2020-08-31,103,105526,Jan Lennard Struff,R,193.0,GER,30.3,29.0,1405.0,124079,Pedro Martinez,R,185.0,ESP,23.3,106.0,546.0,6-0 7-5 6-4,5,R128,131.0,13.0,2.0,85.0,41.0,36.0,20.0,14.0,4.0,7.0,3.0,6.0,110.0,66.0,37.0,14.0,14.0,10.0,18.0,2020,2020,8,77.0,0,0.4823529411764706,0.6,0.4444444444444444,0.5714285714285714
2020-560,Us Open,Hard,G,2020-08-31,104,105807,Pablo Carreno Busta,R,188.0,ESP,29.1,27.0,1500.0,106034,Yasutaka Uchiyama,R,183.0,JPN,28.0,86.0,685.0,4-6 6-3 1-6 6-3 6-3,5,R128,201.0,5.0,5.0,149.0,96.0,69.0,26.0,22.0,9.0,12.0,14.0,5.0,148.0,101.0,79.0,15.0,22.0,12.0,16.0,2020,2020,8,59.0,0,0.6442953020134228,0.6824324324324325,0.25,0.75
2020-560,Us Open,Hard,G,2020-08-31,105,106283,Mitchell Krueger,R,188.0,USA,26.6,198.0,264.0,105155,Pedro Sousa,R,180.0,POR,32.2,110.0,522.0,3-6 6-2 7-5 6-3,5,R128,157.0,11.0,2.0,121.0,77.0,54.0,25.0,19.0,5.0,8.0,10.0,3.0,115.0,71.0,52.0,16.0,19.0,5.0,11.0,2020,2020,8,-88.0,1,0.6363636363636364,0.6173913043478261,0.5454545454545454,0.625
2020-560,Us Open,Hard,G,2020-08-31,106,105575,Ricardas Berankis,R,175.0,LTU,30.1,65.0,809.0,105943,Federico Gaio,R,178.0,ITA,28.4,132.0,423.0,7-6(3) 4-6 6-4 6-4,5,R128,186.0,6.0,3.0,119.0,68.0,49.0,31.0,21.0,3.0,7.0,9.0,6.0,135.0,60.0,44.0,38.0,22.0,8.0,13.0,2020,2020,8,67.0,0,0.5714285714285714,0.4444444444444444,0.38461538461538464,0.42857142857142855
2020-560,Us Open,Hard,G,2020-08-31,107,105449,Steve Johnson,R,188.0,USA,30.6,64.0,825.0,104545,John Isner,R,208.0,USA,35.3,22.0,1805.0,6-7(5) 6-3 6-7(5) 6-3 7-6(3),5,R128,230.0,22.0,4.0,185.0,113.0,96.0,40.0,29.0,5.0,5.0,52.0,4.0,171.0,134.0,99.0,23.0,28.0,9.0,11.0,2020,2020,8,-42.0,1,0.6108108108108108,0.783625730994152,0.18181818181818182,1.0
2020-560,Us Open,Hard,G,2020-08-31,108,133430,Denis Shapovalov,L,185.0,CAN,21.3,17.0,2075.0,200624,Sebastian Korda,R,196.0,USA,20.1,205.0,252.0,6-4 4-6 6-3 6-2,5,R128,167.0,13.0,4.0,100.0,64.0,53.0,21.0,19.0,1.0,2.0,1.0,3.0,139.0,100.0,58.0,23.0,18.0,10.0,14.0,2020,2020,8,188.0,0,0.64,0.7194244604316546,0.2857142857142857,0.5
